item_number	condition_name	region_number	content	metric_value	oovs
2	sentence	1	That answer is	14.90583506832122	
2	sentence	2	good	9.082646631567943	
2	sentence	3		0.0	
2	sentence	4	, but not	19.178237024152956	
2	sentence	5	little	17.498472498182156	
2	sentence	6	.	4.114542520257782	
3	sentence	1	That answer is	14.90583506832122	
3	sentence	2	good	9.082646631567943	
3	sentence	3		0.0	
3	sentence	4	, but not	19.178237024152956	
3	sentence	5	other	13.748381165090164	
3	sentence	6	.	10.064604966309666	
4	sentence	1	That answer is	14.90583506832122	
4	sentence	2	good	9.082646631567943	
4	sentence	3		0.0	
4	sentence	4	, but not	19.178237024152956	
4	sentence	5	great	5.409606277784904	
4	sentence	6	.	1.9087219333767436	
5	sentence	1	That answer is	14.90583506832122	
5	sentence	2	good	9.082646631567943	
5	sentence	3		0.0	
5	sentence	4	, but not	19.178237024152956	
5	sentence	5	last	13.055189268383735	
5	sentence	6	.	5.871471190121804	
6	sentence	1	That answer is	14.90583506832122	
6	sentence	2	good	9.082646631567943	
6	sentence	3		0.0	
6	sentence	4	, but not	19.178237024152956	
6	sentence	5	new	11.047159048953977	
6	sentence	6	.	4.021832864553073	
7	sentence	1	That answer is	14.90583506832122	
7	sentence	2	good	9.082646631567943	
7	sentence	3		0.0	
7	sentence	4	, but not	19.178237024152956	
7	sentence	5	old	15.761827462160893	
7	sentence	6	.	6.651040341328174	
8	sentence	1	That answer is	14.90583506832122	
8	sentence	2	good	9.082646631567943	
8	sentence	3		0.0	
8	sentence	4	, but not	19.178237024152956	
8	sentence	5	big	11.763090491757488	
8	sentence	6	.	7.81000115654609	
9	sentence	1	That answer is	14.90583506832122	
9	sentence	2	good	9.082646631567943	
9	sentence	3		0.0	
9	sentence	4	, but not	19.178237024152956	
9	sentence	5	nice	10.50676479444131	
9	sentence	6	.	1.9172352465771034	
10	sentence	1	That answer is	14.90583506832122	
10	sentence	2	good	9.082646631567943	
10	sentence	3		0.0	
10	sentence	4	, but not	19.178237024152956	
10	sentence	5	wrong	12.024878355317234	
10	sentence	6	.	1.7525343411518262	
11	sentence	1	That answer is	14.90583506832122	
11	sentence	2	good	9.082646631567943	
11	sentence	3		0.0	
11	sentence	4	, but not	19.178237024152956	
11	sentence	5	bad	9.060162307724742	
11	sentence	6	.	2.01888628030017	
12	sentence	1	That answer is	14.90583506832122	
12	sentence	2	good	9.082646631567943	
12	sentence	3		0.0	
12	sentence	4	, but not	19.178237024152956	
12	sentence	5	same	15.723963761746937	
12	sentence	6	.	4.875183948840795	
13	sentence	1	That answer is	14.90583506832122	
13	sentence	2	good	9.082646631567943	
13	sentence	3		0.0	
13	sentence	4	, but not	19.178237024152956	
13	sentence	5	next	13.22925222139138	
13	sentence	6	.	8.555936004688522	
14	sentence	1	That answer is	14.90583506832122	
14	sentence	2	good	9.082646631567943	
14	sentence	3		0.0	
14	sentence	4	, but not	19.178237024152956	
14	sentence	5	dead	13.305706076936536	
14	sentence	6	.	3.175769717078314	
15	sentence	1	That answer is	14.90583506832122	
15	sentence	2	good	9.082646631567943	
15	sentence	3		0.0	
15	sentence	4	, but not	19.178237024152956	
15	sentence	5	many	8.804065006116744	
15	sentence	6	.	9.141823797938025	
16	sentence	1	That answer is	14.90583506832122	
16	sentence	2	good	9.082646631567943	
16	sentence	3		0.0	
16	sentence	4	, but not	19.178237024152956	
16	sentence	5	real	11.766744779123021	
16	sentence	6	.	3.6497088434016884	
17	sentence	1	That answer is	14.90583506832122	
17	sentence	2	good	9.082646631567943	
17	sentence	3		0.0	
17	sentence	4	, but not	19.178237024152956	
17	sentence	5	live	15.263171333220818	
17	sentence	6	.	5.051022450735948	
18	sentence	1	That answer is	14.90583506832122	
18	sentence	2	good	9.082646631567943	
18	sentence	3		0.0	
18	sentence	4	, but not	19.178237024152956	
18	sentence	5	ready	10.970771234746753	
18	sentence	6	.	4.144708621184421	
19	sentence	1	That answer is	14.90583506832122	
19	sentence	2	good	9.082646631567943	
19	sentence	3		0.0	
19	sentence	4	, but not	19.178237024152956	
19	sentence	5	happy	13.080593169707981	
19	sentence	6	.	2.249879962292327	
20	sentence	1	That answer is	14.90583506832122	
20	sentence	2	good	9.082646631567943	
20	sentence	3		0.0	
20	sentence	4	, but not	19.178237024152956	
20	sentence	5	whole	12.763308568506618	
20	sentence	6	.	5.740269409396887	
21	sentence	1	That answer is	14.90583506832122	
21	sentence	2	good	9.082646631567943	
21	sentence	3		0.0	
21	sentence	4	, but not	19.178237024152956	
21	sentence	5	hard	10.288795358598993	
21	sentence	6	.	4.40535280011593	
22	sentence	1	That answer is	14.90583506832122	
22	sentence	2	good	9.082646631567943	
22	sentence	3		0.0	
22	sentence	4	, but not	19.178237024152956	
22	sentence	5	open	12.968454977900603	
22	sentence	6	.	6.369947081243776	
23	sentence	1	That answer is	14.90583506832122	
23	sentence	2	good	9.082646631567943	
23	sentence	3		0.0	
23	sentence	4	, but not	19.178237024152956	
23	sentence	5	few	16.67918567358553	
23	sentence	6	.	4.579750775327455	
24	sentence	1	That answer is	14.90583506832122	
24	sentence	2	good	9.082646631567943	
24	sentence	3		0.0	
24	sentence	4	, but not	19.178237024152956	
24	sentence	5	true	6.531318402548349	
24	sentence	6	.	1.5133149009515516	
25	sentence	1	That answer is	14.90583506832122	
25	sentence	2	good	9.082646631567943	
25	sentence	3		0.0	
25	sentence	4	, but not	19.178237024152956	
25	sentence	5	young	18.755723462159978	
25	sentence	6	.	4.6840888659876025	
26	sentence	1	That answer is	14.90583506832122	
26	sentence	2	good	9.082646631567943	
26	sentence	3		0.0	
26	sentence	4	, but not	19.178237024152956	
26	sentence	5	second	15.77615843249199	
26	sentence	6	.	7.655912268609651	
27	sentence	1	That answer is	14.90583506832122	
27	sentence	2	good	9.082646631567943	
27	sentence	3		0.0	
27	sentence	4	, but not	19.178237024152956	
27	sentence	5	easy	7.694845701111974	
27	sentence	6	.	3.7290877798727196	
28	sentence	1	That answer is	14.90583506832122	
28	sentence	2	good	9.082646631567943	
28	sentence	3		0.0	
28	sentence	4	, but not	19.178237024152956	
28	sentence	5	different	14.115174755960707	
28	sentence	6	.	5.658458294277353	
29	sentence	1	That answer is	14.90583506832122	
29	sentence	2	good	9.082646631567943	
29	sentence	3		0.0	
29	sentence	4	, but not	19.178237024152956	
29	sentence	5	married	17.96545079869451	
29	sentence	6	.	4.984665696622947	
30	sentence	1	That answer is	14.90583506832122	
30	sentence	2	good	9.082646631567943	
30	sentence	3		0.0	
30	sentence	4	, but not	19.178237024152956	
30	sentence	5	important	9.243867296070361	
30	sentence	6	.	2.7222977300861695	
31	sentence	1	That answer is	14.90583506832122	
31	sentence	2	good	9.082646631567943	
31	sentence	3		0.0	
31	sentence	4	, but not	19.178237024152956	
31	sentence	5	able	12.867763951334652	
31	sentence	6	.	7.398226535238284	
32	sentence	1	That answer is	14.90583506832122	
32	sentence	2	good	9.082646631567943	
32	sentence	3		0.0	
32	sentence	4	, but not	19.178237024152956	
32	sentence	5	high	10.91903885336722	
32	sentence	6	.	5.185196091667775	
33	sentence	1	That answer is	14.90583506832122	
33	sentence	2	good	9.082646631567943	
33	sentence	3		0.0	
33	sentence	4	, but not	19.178237024152956	
33	sentence	5	free	11.743035938805678	
33	sentence	6	.	2.035814704607247	
34	sentence	1	That answer is	14.90583506832122	
34	sentence	2	good	9.082646631567943	
34	sentence	3		0.0	
34	sentence	4	, but not	19.178237024152956	
34	sentence	5	stupid	13.181944609653245	
34	sentence	6	.	1.9241852374811206	
35	sentence	1	That answer is	14.90583506832122	
35	sentence	2	good	9.082646631567943	
35	sentence	3		0.0	
35	sentence	4	, but not	19.178237024152956	
35	sentence	5	full	12.549268592271215	
35	sentence	6	.	5.893963769132245	
36	sentence	1	That answer is	14.90583506832122	
36	sentence	2	good	9.082646631567943	
36	sentence	3		0.0	
36	sentence	4	, but not	19.178237024152956	
36	sentence	5	hot	13.671398978841557	
36	sentence	6	.	3.7088234080868565	
37	sentence	1	That answer is	14.90583506832122	
37	sentence	2	good	9.082646631567943	
37	sentence	3		0.0	
37	sentence	4	, but not	19.178237024152956	
37	sentence	5	clear	7.56966434506316	
37	sentence	6	.	2.492279705672357	
38	sentence	1	That answer is	14.90583506832122	
38	sentence	2	good	9.082646631567943	
38	sentence	3		0.0	
38	sentence	4	, but not	19.178237024152956	
38	sentence	5	alive	19.761929286881546	
38	sentence	6	.	2.8730535942488866	
39	sentence	1	That answer is	14.90583506832122	
39	sentence	2	good	9.082646631567943	
39	sentence	3		0.0	
39	sentence	4	, but not	19.178237024152956	
39	sentence	5	black	15.137516680916828	
39	sentence	6	.	4.780039706730472	
40	sentence	1	That answer is	14.90583506832122	
40	sentence	2	good	9.082646631567943	
40	sentence	3		0.0	
40	sentence	4	, but not	19.178237024152956	
40	sentence	5	white	15.973511964010079	
40	sentence	6	.	5.377791551167094	
41	sentence	1	That answer is	14.90583506832122	
41	sentence	2	good	9.082646631567943	
41	sentence	3		0.0	
41	sentence	4	, but not	19.178237024152956	
41	sentence	5	small	15.484057594821767	
41	sentence	6	.	3.873782287488428	
42	sentence	1	That answer is	14.90583506832122	
42	sentence	2	good	9.082646631567943	
42	sentence	3		0.0	
42	sentence	4	, but not	19.178237024152956	
42	sentence	5	safe	11.053366934719522	
42	sentence	6	.	2.3627606032034807	
43	sentence	1	That answer is	14.90583506832122	
43	sentence	2	good	9.082646631567943	
43	sentence	3		0.0	
43	sentence	4	, but not	19.178237024152956	
43	sentence	5	poor	15.355122889400523	
43	sentence	6	.	1.5611049240253563	
44	sentence	1	That answer is	14.90583506832122	
44	sentence	2	good	9.082646631567943	
44	sentence	3		0.0	
