item_number	condition_name	region_number	content	metric_value	oovs
1	sentence	1	That question is	13.961373594999163	
1	sentence	2	silly	10.88884626711235	
1	sentence	3		0.0	
1	sentence	4	, but not	21.461994300994892	
1	sentence	5	good	10.961455966445419	
1	sentence	6	.	5.090907979193447	
2	sentence	1	That question is	13.961373594999163	
2	sentence	2	silly	10.88884626711235	
2	sentence	3		0.0	
2	sentence	4	, but not	21.461994300994892	
2	sentence	5	little	13.852899837533718	
2	sentence	6	.	7.269268440176523	
3	sentence	1	That question is	13.961373594999163	
3	sentence	2	silly	10.88884626711235	
3	sentence	3		0.0	
3	sentence	4	, but not	21.461994300994892	
3	sentence	5	other	12.748490543308277	
3	sentence	6	.	10.672200409751072	
4	sentence	1	That question is	13.961373594999163	
4	sentence	2	silly	10.88884626711235	
4	sentence	3		0.0	
4	sentence	4	, but not	21.461994300994892	
4	sentence	5	great	12.087218626601986	
4	sentence	6	.	4.051850372469366	
5	sentence	1	That question is	13.961373594999163	
5	sentence	2	silly	10.88884626711235	
5	sentence	3		0.0	
5	sentence	4	, but not	21.461994300994892	
5	sentence	5	last	14.3939545054257	
5	sentence	6	.	11.396431735285221	
6	sentence	1	That question is	13.961373594999163	
6	sentence	2	silly	10.88884626711235	
6	sentence	3		0.0	
6	sentence	4	, but not	21.461994300994892	
6	sentence	5	new	10.645701322906131	
6	sentence	6	.	5.228516113663004	
7	sentence	1	That question is	13.961373594999163	
7	sentence	2	silly	10.88884626711235	
7	sentence	3		0.0	
7	sentence	4	, but not	21.461994300994892	
7	sentence	5	old	13.097959289861505	
7	sentence	6	.	6.582027831120549	
8	sentence	1	That question is	13.961373594999163	
8	sentence	2	silly	10.88884626711235	
8	sentence	3		0.0	
8	sentence	4	, but not	21.461994300994892	
8	sentence	5	big	13.125212348647828	
8	sentence	6	.	9.152762582463502	
9	sentence	1	That question is	13.961373594999163	
9	sentence	2	silly	10.88884626711235	
9	sentence	3		0.0	
9	sentence	4	, but not	21.461994300994892	
9	sentence	5	nice	14.1896226058662	
9	sentence	6	.	2.9118451410642474	
10	sentence	1	That question is	13.961373594999163	
10	sentence	2	silly	10.88884626711235	
10	sentence	3		0.0	
10	sentence	4	, but not	21.461994300994892	
10	sentence	5	wrong	8.438247588772498	
10	sentence	6	.	3.192384617012868	
11	sentence	1	That question is	13.961373594999163	
11	sentence	2	silly	10.88884626711235	
11	sentence	3		0.0	
11	sentence	4	, but not	21.461994300994892	
11	sentence	5	bad	9.760978539309223	
11	sentence	6	.	4.466157610293777	
12	sentence	1	That question is	13.961373594999163	
12	sentence	2	silly	10.88884626711235	
12	sentence	3		0.0	
12	sentence	4	, but not	21.461994300994892	
12	sentence	5	same	16.072802363867403	
12	sentence	6	.	6.567681726316177	
13	sentence	1	That question is	13.961373594999163	
13	sentence	2	silly	10.88884626711235	
13	sentence	3		0.0	
13	sentence	4	, but not	21.461994300994892	
13	sentence	5	next	14.040237099465557	
13	sentence	6	.	12.425840083399994	
14	sentence	1	That question is	13.961373594999163	
14	sentence	2	silly	10.88884626711235	
14	sentence	3		0.0	
14	sentence	4	, but not	21.461994300994892	
14	sentence	5	dead	9.627475974681062	
14	sentence	6	.	4.6061074605374825	
15	sentence	1	That question is	13.961373594999163	
15	sentence	2	silly	10.88884626711235	
15	sentence	3		0.0	
15	sentence	4	, but not	21.461994300994892	
15	sentence	5	many	8.351491284510056	
15	sentence	6	.	12.586565437867927	
16	sentence	1	That question is	13.961373594999163	
16	sentence	2	silly	10.88884626711235	
16	sentence	3		0.0	
16	sentence	4	, but not	21.461994300994892	
16	sentence	5	real	11.893585423787359	
16	sentence	6	.	4.159740248835132	
17	sentence	1	That question is	13.961373594999163	
17	sentence	2	silly	10.88884626711235	
17	sentence	3		0.0	
17	sentence	4	, but not	21.461994300994892	
17	sentence	5	live	16.6648079239734	
17	sentence	6	.	5.847249153574286	
18	sentence	1	That question is	13.961373594999163	
18	sentence	2	silly	10.88884626711235	
18	sentence	3		0.0	
18	sentence	4	, but not	21.461994300994892	
18	sentence	5	ready	14.61583138709562	
