Item,Sentence,surprisal_at_strong,predicted_token
176651:43,"a, a contractor friend helped me, uh, with some of the, uh, foundation work",11.50643253326416,all
108182:30,i guess you have  to take some things and leave some things.,8.108624458312988,all all
20718:26,"well, i know that we have some relatives that  live around, like the mumblex area in there,",7.198999404907227,all
18335:127,"just if you want a lot of, you know, light for underneath, that may be the, all right because we had, because we have some, we have some old fruit trees.",7.69196081161499,all all
88808:43,"although, um, i have also done oh, free lance magazine writing and some educational writing.",8.245157241821289,all
148561:14,"i mean, some people sing,",7.377926826477051,all
176908:22,"and you say you have some strong feelings about, uh, the issue.",7.015801906585693,all
34501:47,"but it was on a higher level, you know, where there were some things that kids didn't understand  that adults did  ,",6.709667682647705,all
1686:32,"and, uh, quite honestly, i, i have some little children",7.275880813598633,all
9196:49,"but i do think that, um, congress has backed down much too much on some of the air pollution standards.",9.262462615966797,all
24580:124,"and, and it's and it's based  on, on a perception that someone has  as how a drug user would behave  when some drug users behave, uh, normal , uh, you know.",3.8876688480377197,all all
68658:113,"but, if there are some people who  don't agree uh, then there must be, it seems  to be there must be at least a reasonable doubt for some people.",6.652425765991211,all all
16209:29,and i have two different kinds of breads and some ham,6.361945629119873,all
112844:32,"i have worked in anoth-, at some other ones that  were not very good in my opinion.",5.990533828735352,all
99256:38,"and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.",7.670970916748047,all all
89238:15,and she was wanting some more information.,7.492776870727539,enough
86088:57,"and i, i think we may not have ever have seen that without some of these, uh, newspeople being in there in the broadcasts and the, the, uh, soldiers leaving, um, you know, surrendering and, trying  to get out of that situation.",8.890817642211914,all
112290:7,and some of those,9.26534652709961,all
145433:59,"even with my gas card you know, i find that i'll go in  to get some gas",7.632073402404785,enough
77398:5,"some of the people that i work with  they, like when i worked on second shift , um, their paren-, their kids go to school during the day",8.929139137268066,all
102781:19,i went to dinner with some friends last weekend,7.817701816558838,all
80692:12,and you get some beautiful effects with them.,7.468513488769531,all
4490:19,"um, there's been some progressive medical schools  out here, that  have taken that approach.",6.993666648864746,all
176346:41,"he crashed and killed some people because he was, uh, smoking some marijuana",7.521710395812988,all all
163367:85,but i think it's got a little more relevance since they are around dangerous equipment and things like that and do have  to exercise some quick judgment in the field.,5.530280113220215,all
134426:32,"and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.",7.685947895050049,all all all all
53223:87,"i, uh, i left t i in january  hoping  to strike out and find a job where i could make some money .",8.348230361938477,enough
36420:35,"we've, uh, just save the fees and buy some of our own equipment.",11.726675033569336,all
95199:151,"but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people  , i felt like i needed some strong influence there.",4.7311625480651855,all
114255:29,"um, uh, i think there's some problems,",7.365203380584717,all
140052:14,"but my son needed some money,",8.302191734313965,enough
155121:37,"uh, a colleague of mine at, uh, work got some information over, uh, the computer network called internet.",8.479537963867188,all
56319:15,and i shred up some just regular white cheese.,10.058160781860352,all
120254:15,"i've read some things about him that he was, he wasn't too good himself.",7.657100677490234,all
99947:44,"so but, uh, you know, we probably did some ice skating on it,",5.985154628753662,all
103563:4,"some people are really afraid to recycle the fuel because they're afraid it could become, uh, bomb quality.",7.361490249633789,all
35674:45,and so she's going  to get some money for that and take some money from the bank and then try  to make as much down payment as possible  to keep the monthly payment low.,8.261981964111328,enough all
140964:11,and spend some time with him.,7.029045104980469,all
47593:18,"then my father got us some tickets,",9.51215934753418,enough
54511:40,"there's, there is, you know some blood and everything",5.878404140472412,all
38844:23,"i do do some crafts like it mentioned in the thing,",7.572904109954834,all
72387:13,and i see some of the problems the kids have  when they don't have a real good family structure .,10.58526611328125,all
15535:31,"now, i've seen, you know, some different clips of it, um,",6.837495803833008,all
91704:14,"i'm doing some reviews of books,  just to, what, to sort of recommend to wh-, whether or not a full-scale review should be done  for the journal,",8.01241397857666,all
29385:35,"and they go back and forth, where everyone's giving some opinions",6.918144702911377,all
165513:41,"and then with that i try and handle, you know, some of the clothes that the girls need  and things like that,",10.959050178527832,all
5156:27,"i've been trying  to do some bibs for him. and, uh, work on his christmas stocking.",7.88627290725708,all
71923:26,because i work some weird hours and do some traveling.,6.64854621887207,all all
1177:17,"i've even had some of them,",10.042847633361816,all
109067:60,"marinated in olive oil and some seasoning, um, and cooked with some olives and some, and some prunes, uh,",7.444387435913086,all all all all
8885:15,what  are some of your things you like  to do .,9.455794334411621,all
102431:45,"i know they do do some, they do have some classes   in, um, high schools and things for kids  to, uh, give them an idea of what family life is like  and the, uh, you know, and, uh, that kind of thing",7.226215839385986,all all
57403:47,"it had, uh, leather, leather designs and, um, some other, other little things on it",3.566875457763672,all
88674:10,i did some typing for my father when he had the company,8.792667388916016,all
96886:11,there's some men out there that  are more feminine than most women.,6.8235626220703125,all
9967:56,"they don't understand that to make that work, they've got  to take some responsibility for themselves.",6.650226593017578,all
97989:5,"some of the changing roles of women in that respect, i have been a product of .",9.179779052734375,all
2345:39,"i, uh, have attended some seminars that  had some tapes that  went with them, but, uh, i guess not so much books although they sometimes have manuals and things,",6.0878005027771,all all all
113850:63,"if they were  to take half of what they spend  on that and put it on some economic, you know, inter-, intergovernmental or inter united states like programs that one really might.",6.088773250579834,all
82800:12,"my wife did some teaching at like, uh, like a private tutoring place. a sylvan learning center this year",8.143561363220215,all
116717:11,i know some people that  went to b y u.,6.884782314300537,all
20142:232,"well, i think in a way, though, uh, uh, i also have, uh, an opposite point of view, which  is, uh, although i believe we should, uh, permit, uh, you know, constant immigration into this country uh, i think we should, uh, primarily for economic reasons, i think we should have, um, some quotas,",8.450265884399414,all
171282:63,"but i guess, i guess i like the system that they have  in some places where the defendant gets  to choose whether he's, goes before a jury for sentencing or whether the judge gets  to choose it .",6.9423604011535645,all
1939:10,"i saw some promise, you know, with, with a lot of the new wave, when it, when it came out, uh, back in the mid and early eighties .",5.6771721839904785,all
11991:7,"and some of it runs off right away into the, in to the streams and rivers",9.770173072814941,all
134021:50,"and i think that it's, it's very surprising some of these very expensive volvos can be gotten  for a lot less money than you would think if you're willing  to buy ones that  are about, the vintage of the cars that you and i currently own",8.338542938232422,all
15332:88,"everybody i know  has been, well, i'm going  to go  get a goo-, good job and make some money and buy a nice car.",8.060096740722656,enough
145355:18,"uh, i got in some problems with, uh, financial problems because of credit cards",7.246207237243652,all
65999:146,"but, uh, you know, i think, uh, they, maybe they need  to, uh, help  promote that more. give incentives like, uh, if they do bring somebody on, they will pay some of their costs or give tax breaks or whatever it is , you know, for them to train people, you know, stuff like that.",3.0986227989196777,enough all
137619:16,but they're doing some stomping on virginia.,7.2755303382873535,all
161653:6,"but some people are more motorboaters, you know which  is fine.",6.862706184387207,all
126165:57,"i've got where now i can hit it in, in the air some of the time .",9.834151268005371,all
148538:10,i have some dulcimer music.,7.74847936630249,all
103624:72,"it's just, you know, a possible solution in the future, i think , maybe to help in some ways.",7.914984226226807,all
155962:19,"and i think also some of the, uh, car companies are coming out with, uh, gas powered fleets so you,",9.483314514160156,all
138291:103,"i'd, i'd kind of like  to, to look at equipment like a lathe or like you say, a table saw and some of those things that  would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth",8.221620559692383,all all
7267:12,"and painting and some wallpapering,",8.737006187438965,all
112156:136,"and, uh, you know, there was, there was, nothing on it, which  makes me wonder, you know, if it's as, uh, prevalent as, as some of them claim.",7.769411087036133,all
32005:38,"and his, uh, son built him a garage and got him some, uh, oh, i don't know what the equipment's called  , but planers and things and s-, set him up,",6.995766639709473,much
90995:20,i think that's some of it.,11.594840049743652,all
107909:42,and i don't know why we couldn't have duplicate voting on some of this .,9.83135986328125,all
78585:7,"so some of the things are not as, quite as, uh, adaptable.",9.194344520568848,all
94633:27,and it's a chance to see some of the relatives you don't see  all year long except that once a year.,9.348771095275879,all
164050:47,"but there's so many occasions when i've had  to move some members of the family or do this or that ,",5.928216457366943,all
65989:12,"so we had some interference,",6.840878009796143,all
109644:34,"so, i guess we're old timers compared to some people.",6.664729595184326,all
35565:48,"and, uh, if i consider  going the used car route and save up some money, i shouldn't have too much trouble at all.",8.237150192260742,enough
47226:12,"and there's some pretty decent campgrounds although, i don't think raleigh, i don't think the state of north carolina takes,",7.9467692375183105,all
98248:22,"and i think there are some people that  have done that,",6.722643852233887,all
30428:73,"then, you know, then, we thought, well we can use it for, you know, some personal things.",8.152914047241211,all
40634:72,"she gets home visitations by the s-, mumblex i don't know, the state boards, i guess, some of them and then some by the association,",9.270109176635742,all all
23510:57,"and let's, you know, let's get rid  of some of this harassment suing.",10.914502143859863,all
121569:26,i just wish they'd bring some of the old characters back.,10.402281761169434,all
172264:114,"i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments.",5.374826431274414,all
161396:28,"uh, and some of, some stuff that i like , uh,",7.620533466339111,all all
5366:34,"uh, we had some, uh, some people from our church  went to israel, uh, just for a, uh, tour sort of thing.",7.169287204742432,all all
12111:78,"the, uh, united states and canada are i guess, is, is, going into, uh, some types of agreements to limit, uh, what 's being given  out by power plants,",7.736139297485352,all
73491:25,"and, uh, when i seen some of my friends that  have taken that six week old baby, you know, to someone else , it's just, i can imagine how emotional it must be .",7.916505813598633,all any
164075:14,"so, we got some monster studded snow tires after that.",6.936307907104492,all
121793:107,"you know, i want to, i want  to throw some charcoal on the grill and, and throw a steak  on there and some baked potatoes and stuff like that",8.190140724182129,all all
53913:6,and some kids need  to be spanked  at home.,6.89688777923584,all
130087:11,what are some of the things they don't recycle  .,8.525036811828613,all
15291:54,"it's for, i think, at the same it's for some people to, you know, help them grow in other areas,",6.040719032287598,all
66765:5,"some of the cases i've heard about  over the years,",9.45804500579834,all
63606:10,"and then some of them are done  in, you know, purely metric.",10.092370986938477,all
134420:14,we put up some hummingbird feeders and some bird feeders.,8.080704689025879,all all
74234:44,"i think the other thing is that, uh, we have taken some rather drastic turns in our, in our education and the way we approach things  as of maybe starting back when, when i'm number one, you know, and, uh, uh, uh, worrying about self and not, uh, seeing the consequences of the disintegration of the family .",6.09507942199707,all
105896:51,and i think it 's good that they're trying  to start some programs down in the elementary schools.,7.532740116119385,all
171124:6,some of that is really bad i think .,10.255232810974121,all
19728:11,where's some reference to this goddamn state of texas and the role that they played  either leading up to  or in  the civil war .,5.2614617347717285,all
129583:26,i'm going  to look into some other fields.,7.317939758300781,all
28711:26,"and the guys that, some of the guys that  run this place are very tight",9.355162620544434,all
110359:35,"like just over the weekend i visited my family, and some cousins i hadn't seen  in a long time,",6.232415199279785,all
43673:87,"i just go  to be entertained  and and not really interested in some of the, like the terminator or some of the schwarzenegger stuff.",9.086978912353516,all all
102546:21,and i'm not fond of some of those things,7.965684413909912,all
175724:80,"well, i, i, i think we did, i think we did learn some lessons that we weren't, uh, we weren't prepared for ,",7.70882511138916,all
158966:17,then i know of some of the people that  have gotten their masters,8.939866065979004,all
74757:171,"and i hope maybe we're going  to get somewhere with a little more attention being paid  to it with, uh, reagan's, uh, new education secretary and, uh, you know, trying to do some, uh, trying  to produce some new programs anyway.",5.30625581741333,much enough all
126460:28,"but is it a legal, uh, solution for some companies.",7.186550617218018,all
62437:24,but i wonder if there aren't some sociology courses.,6.279815673828125,all
56101:53,"but, it  is comforting to me to see, uh, more concern about some of these things that, that  cost us money.",8.588659286499023,all
53610:9,caused some damage.,8.509291648864746,all
13087:15,"and, uh, some of those old ones , of course, bob wills, miss texas playboys ernest tubbs and red foley an,",9.41224479675293,all
76785:80,"i mean, you know, at some point a parent does help their kid, but in, in some ways,",1.732337474822998,all all
142147:41,"and i do, i try  to do some arts and crafts",7.610231399536133,all
24418:16,they actually should do some reading,7.340803623199463,all
