Item,Sentence,surprisal_at_strong,predicted_token
176651:43,"a, a contractor friend helped me, uh, with some of the, uh, foundation work",0.010905192233622074,all
108182:30,i guess you have  to take some things and leave some things.,0.4915623068809509,all all
20718:26,"well, i know that we have some relatives that  live around, like the mumblex area in there,",0.21229678392410278,all
18335:127,"just if you want a lot of, you know, light for underneath, that may be the, all right because we had, because we have some, we have some old fruit trees.",1.2299219369888306,all all
88808:43,"although, um, i have also done oh, free lance magazine writing and some educational writing.",0.03373302146792412,all
148561:14,"i mean, some people sing,",0.09286678582429886,all
176908:22,"and you say you have some strong feelings about, uh, the issue.",0.3356840908527374,all
34501:47,"but it was on a higher level, you know, where there were some things that kids didn't understand  that adults did  ,",0.2459283024072647,all
1686:32,"and, uh, quite honestly, i, i have some little children",0.26207634806632996,all
9196:49,"but i do think that, um, congress has backed down much too much on some of the air pollution standards.",0.008918924257159233,all
24580:124,"and, and it's and it's based  on, on a perception that someone has  as how a drug user would behave  when some drug users behave, uh, normal , uh, you know.",0.11723155528306961,all all
68658:113,"but, if there are some people who  don't agree uh, then there must be, it seems  to be there must be at least a reasonable doubt for some people.",0.16897547245025635,all all
16209:29,and i have two different kinds of breads and some ham,0.24560441076755524,all
112844:32,"i have worked in anoth-, at some other ones that  were not very good in my opinion.",0.23363237082958221,all
99256:38,"and you can see in some of the departments in some of the schools, like history at clark, they're all pretty fancy.",0.05094219744205475,all all
89238:15,and she was wanting some more information.,1.5892912149429321,enough
86088:57,"and i, i think we may not have ever have seen that without some of these, uh, newspeople being in there in the broadcasts and the, the, uh, soldiers leaving, um, you know, surrendering and, trying  to get out of that situation.",0.07665826380252838,all
112290:7,and some of those,0.02186373807489872,all
145433:59,"even with my gas card you know, i find that i'll go in  to get some gas",1.3623847961425781,enough
77398:5,"some of the people that i work with  they, like when i worked on second shift , um, their paren-, their kids go to school during the day",0.03764185681939125,all
102781:19,i went to dinner with some friends last weekend,0.165129616856575,all
80692:12,and you get some beautiful effects with them.,0.16963648796081543,all
4490:19,"um, there's been some progressive medical schools  out here, that  have taken that approach.",0.0428181029856205,all
176346:41,"he crashed and killed some people because he was, uh, smoking some marijuana",0.6444903612136841,all all
163367:85,but i think it's got a little more relevance since they are around dangerous equipment and things like that and do have  to exercise some quick judgment in the field.,0.7414921522140503,all
134426:32,"and, uh, we've got some plum trees and some apple trees and some tomato and some blackberries and strawberries.",0.6741786599159241,all all all all
53223:87,"i, uh, i left t i in january  hoping  to strike out and find a job where i could make some money .",1.9631279706954956,enough
36420:35,"we've, uh, just save the fees and buy some of our own equipment.",0.04002787917852402,all
95199:151,"but when time came  to direct their ability to make choices to develop the kinds of things that, that they're going  to need   to interact with other people  , i felt like i needed some strong influence there.",0.8588903546333313,all
114255:29,"um, uh, i think there's some problems,",0.18501359224319458,all
140052:14,"but my son needed some money,",2.0205817222595215,enough
155121:37,"uh, a colleague of mine at, uh, work got some information over, uh, the computer network called internet.",0.8351212739944458,all
56319:15,and i shred up some just regular white cheese.,0.5614755153656006,all
120254:15,"i've read some things about him that he was, he wasn't too good himself.",0.36799755692481995,all
99947:44,"so but, uh, you know, we probably did some ice skating on it,",0.5220083594322205,all
103563:4,"some people are really afraid to recycle the fuel because they're afraid it could become, uh, bomb quality.",0.12510602176189423,all
35674:45,and so she's going  to get some money for that and take some money from the bank and then try  to make as much down payment as possible  to keep the monthly payment low.,2.1099376678466797,enough all
140964:11,and spend some time with him.,0.21893711388111115,all
47593:18,"then my father got us some tickets,",1.072618007659912,enough
54511:40,"there's, there is, you know some blood and everything",0.637168824672699,all
38844:23,"i do do some crafts like it mentioned in the thing,",0.17213882505893707,all
72387:13,and i see some of the problems the kids have  when they don't have a real good family structure .,0.01315250899642706,all
15535:31,"now, i've seen, you know, some different clips of it, um,",0.19781792163848877,all
91704:14,"i'm doing some reviews of books,  just to, what, to sort of recommend to wh-, whether or not a full-scale review should be done  for the journal,",0.0907616838812828,all
29385:35,"and they go back and forth, where everyone's giving some opinions",0.194258913397789,all
165513:41,"and then with that i try and handle, you know, some of the clothes that the girls need  and things like that,",0.017242060974240303,all
5156:27,"i've been trying  to do some bibs for him. and, uh, work on his christmas stocking.",0.7275661826133728,all
71923:26,because i work some weird hours and do some traveling.,0.9530305862426758,all all
1177:17,"i've even had some of them,",0.07354631274938583,all
109067:60,"marinated in olive oil and some seasoning, um, and cooked with some olives and some, and some prunes, uh,",0.4127415716648102,all all all all
8885:15,what  are some of your things you like  to do .,0.06551855057477951,all
102431:45,"i know they do do some, they do have some classes   in, um, high schools and things for kids  to, uh, give them an idea of what family life is like  and the, uh, you know, and, uh, that kind of thing",0.7219576835632324,all all
57403:47,"it had, uh, leather, leather designs and, um, some other, other little things on it",0.560038685798645,all
88674:10,i did some typing for my father when he had the company,0.3542152941226959,all
96886:11,there's some men out there that  are more feminine than most women.,0.05462860316038132,all
9967:56,"they don't understand that to make that work, they've got  to take some responsibility for themselves.",0.082984060049057,all
97989:5,"some of the changing roles of women in that respect, i have been a product of .",0.020925350487232208,all
